center,left,right,angle,a,b,velocity
IMG\center_2018_07_16_17_15_48_465.jpg,IMG\left_2018_07_16_17_15_48_465.jpg,IMG\right_2018_07_16_17_15_48_465.jpg,-0.2,1.0,0.0,30.17951
IMG\center_2018_07_16_17_15_48_533.jpg,IMG\left_2018_07_16_17_15_48_533.jpg,IMG\right_2018_07_16_17_15_48_533.jpg,-0.1570956,1.0,0.0,30.18714
IMG\center_2018_07_16_17_15_48_606.jpg,IMG\left_2018_07_16_17_15_48_606.jpg,IMG\right_2018_07_16_17_15_48_606.jpg,0.0,1.0,0.0,30.18961
IMG\center_2018_07_16_17_15_48_674.jpg,IMG\left_2018_07_16_17_15_48_674.jpg,IMG\right_2018_07_16_17_15_48_674.jpg,0.0,1.0,0.0,30.19038
IMG\center_2018_07_16_17_15_48_746.jpg,IMG\left_2018_07_16_17_15_48_746.jpg,IMG\right_2018_07_16_17_15_48_746.jpg,0.0,1.0,0.0,30.19056
IMG\center_2018_07_16_17_15_48_816.jpg,IMG\left_2018_07_16_17_15_48_816.jpg,IMG\right_2018_07_16_17_15_48_816.jpg,0.0,1.0,0.0,30.19061
IMG\center_2018_07_16_17_15_48_887.jpg,IMG\left_2018_07_16_17_15_48_887.jpg,IMG\right_2018_07_16_17_15_48_887.jpg,0.1,1.0,0.0,30.18764
IMG\center_2018_07_16_17_15_48_957.jpg,IMG\left_2018_07_16_17_15_48_957.jpg,IMG\right_2018_07_16_17_15_48_957.jpg,0.25,1.0,0.0,30.17466
IMG\center_2018_07_16_17_15_49_029.jpg,IMG\left_2018_07_16_17_15_49_029.jpg,IMG\right_2018_07_16_17_15_49_029.jpg,0.01829722,1.0,0.0,30.19059
IMG\center_2018_07_16_17_15_49_099.jpg,IMG\left_2018_07_16_17_15_49_099.jpg,IMG\right_2018_07_16_17_15_49_099.jpg,0.0,1.0,0.0,30.19012
IMG\center_2018_07_16_17_15_49_171.jpg,IMG\left_2018_07_16_17_15_49_171.jpg,IMG\right_2018_07_16_17_15_49_171.jpg,0.0,1.0,0.0,30.19054
IMG\center_2018_07_16_17_15_49_240.jpg,IMG\left_2018_07_16_17_15_49_240.jpg,IMG\right_2018_07_16_17_15_49_240.jpg,0.0,1.0,0.0,30.19064
IMG\center_2018_07_16_17_15_49_313.jpg,IMG\left_2018_07_16_17_15_49_313.jpg,IMG\right_2018_07_16_17_15_49_313.jpg,0.0,1.0,0.0,30.19067
IMG\center_2018_07_16_17_15_49_384.jpg,IMG\left_2018_07_16_17_15_49_384.jpg,IMG\right_2018_07_16_17_15_49_384.jpg,0.0,1.0,0.0,30.19069
IMG\center_2018_07_16_17_15_49_452.jpg,IMG\left_2018_07_16_17_15_49_452.jpg,IMG\right_2018_07_16_17_15_49_452.jpg,0.0,1.0,0.0,30.19069
IMG\center_2018_07_16_17_15_49_520.jpg,IMG\left_2018_07_16_17_15_49_520.jpg,IMG\right_2018_07_16_17_15_49_520.jpg,0.0,1.0,0.0,30.1907
IMG\center_2018_07_16_17_15_49_592.jpg,IMG\left_2018_07_16_17_15_49_592.jpg,IMG\right_2018_07_16_17_15_49_592.jpg,0.0,1.0,0.0,30.19068
IMG\center_2018_07_16_17_15_49_661.jpg,IMG\left_2018_07_16_17_15_49_661.jpg,IMG\right_2018_07_16_17_15_49_661.jpg,0.0,1.0,0.0,30.19069
IMG\center_2018_07_16_17_15_49_730.jpg,IMG\left_2018_07_16_17_15_49_730.jpg,IMG\right_2018_07_16_17_15_49_730.jpg,0.0,1.0,0.0,30.19068
IMG\center_2018_07_16_17_15_49_798.jpg,IMG\left_2018_07_16_17_15_49_798.jpg,IMG\right_2018_07_16_17_15_49_798.jpg,0.0,1.0,0.0,30.19069
IMG\center_2018_07_16_17_15_49_866.jpg,IMG\left_2018_07_16_17_15_49_866.jpg,IMG\right_2018_07_16_17_15_49_866.jpg,0.0,1.0,0.0,30.19069
IMG\center_2018_07_16_17_15_49_937.jpg,IMG\left_2018_07_16_17_15_49_937.jpg,IMG\right_2018_07_16_17_15_49_937.jpg,0.0,1.0,0.0,30.19068
IMG\center_2018_07_16_17_15_50_007.jpg,IMG\left_2018_07_16_17_15_50_007.jpg,IMG\right_2018_07_16_17_15_50_007.jpg,0.0,1.0,0.0,30.19068
IMG\center_2018_07_16_17_15_50_076.jpg,IMG\left_2018_07_16_17_15_50_076.jpg,IMG\right_2018_07_16_17_15_50_076.jpg,0.0,1.0,0.0,30.1907
IMG\center_2018_07_16_17_15_50_144.jpg,IMG\left_2018_07_16_17_15_50_144.jpg,IMG\right_2018_07_16_17_15_50_144.jpg,0.0,1.0,0.0,30.19067
IMG\center_2018_07_16_17_15_50_216.jpg,IMG\left_2018_07_16_17_15_50_216.jpg,IMG\right_2018_07_16_17_15_50_216.jpg,0.0,1.0,0.0,30.19068
IMG\center_2018_07_16_17_15_50_289.jpg,IMG\left_2018_07_16_17_15_50_289.jpg,IMG\right_2018_07_16_17_15_50_289.jpg,0.0,1.0,0.0,30.19068
IMG\center_2018_07_16_17_15_50_362.jpg,IMG\left_2018_07_16_17_15_50_362.jpg,IMG\right_2018_07_16_17_15_50_362.jpg,0.0,1.0,0.0,30.19069
IMG\center_2018_07_16_17_15_50_433.jpg,IMG\left_2018_07_16_17_15_50_433.jpg,IMG\right_2018_07_16_17_15_50_433.jpg,0.0,1.0,0.0,30.19068
IMG\center_2018_07_16_17_15_50_506.jpg,IMG\left_2018_07_16_17_15_50_506.jpg,IMG\right_2018_07_16_17_15_50_506.jpg,0.0,1.0,0.0,30.19067
IMG\center_2018_07_16_17_15_50_577.jpg,IMG\left_2018_07_16_17_15_50_577.jpg,IMG\right_2018_07_16_17_15_50_577.jpg,0.0,1.0,0.0,30.19069
IMG\center_2018_07_16_17_15_50_650.jpg,IMG\left_2018_07_16_17_15_50_650.jpg,IMG\right_2018_07_16_17_15_50_650.jpg,0.0,1.0,0.0,30.19069
IMG\center_2018_07_16_17_15_50_722.jpg,IMG\left_2018_07_16_17_15_50_722.jpg,IMG\right_2018_07_16_17_15_50_722.jpg,0.0,1.0,0.0,30.1907
IMG\center_2018_07_16_17_15_50_793.jpg,IMG\left_2018_07_16_17_15_50_793.jpg,IMG\right_2018_07_16_17_15_50_793.jpg,0.0,1.0,0.0,30.19067
IMG\center_2018_07_16_17_15_50_865.jpg,IMG\left_2018_07_16_17_15_50_865.jpg,IMG\right_2018_07_16_17_15_50_865.jpg,0.0,1.0,0.0,30.19069
IMG\center_2018_07_16_17_15_50_937.jpg,IMG\left_2018_07_16_17_15_50_937.jpg,IMG\right_2018_07_16_17_15_50_937.jpg,0.0,1.0,0.0,30.19068
IMG\center_2018_07_16_17_15_51_009.jpg,IMG\left_2018_07_16_17_15_51_009.jpg,IMG\right_2018_07_16_17_15_51_009.jpg,0.0,1.0,0.0,30.1907
IMG\center_2018_07_16_17_15_51_075.jpg,IMG\left_2018_07_16_17_15_51_075.jpg,IMG\right_2018_07_16_17_15_51_075.jpg,0.0,1.0,0.0,30.19069
IMG\center_2018_07_16_17_15_51_149.jpg,IMG\left_2018_07_16_17_15_51_149.jpg,IMG\right_2018_07_16_17_15_51_149.jpg,0.0,1.0,0.0,30.19069
IMG\center_2018_07_16_17_15_51_218.jpg,IMG\left_2018_07_16_17_15_51_218.jpg,IMG\right_2018_07_16_17_15_51_218.jpg,0.0,1.0,0.0,30.1907
IMG\center_2018_07_16_17_15_51_289.jpg,IMG\left_2018_07_16_17_15_51_289.jpg,IMG\right_2018_07_16_17_15_51_289.jpg,0.0,1.0,0.0,30.19067
IMG\center_2018_07_16_17_15_51_358.jpg,IMG\left_2018_07_16_17_15_51_358.jpg,IMG\right_2018_07_16_17_15_51_358.jpg,0.0,1.0,0.0,30.19068
IMG\center_2018_07_16_17_15_51_429.jpg,IMG\left_2018_07_16_17_15_51_429.jpg,IMG\right_2018_07_16_17_15_51_429.jpg,0.0,1.0,0.0,30.1907
IMG\center_2018_07_16_17_15_51_504.jpg,IMG\left_2018_07_16_17_15_51_504.jpg,IMG\right_2018_07_16_17_15_51_504.jpg,0.0,1.0,0.0,30.19069
IMG\center_2018_07_16_17_15_51_575.jpg,IMG\left_2018_07_16_17_15_51_575.jpg,IMG\right_2018_07_16_17_15_51_575.jpg,0.0,1.0,0.0,30.19069
IMG\center_2018_07_16_17_15_51_642.jpg,IMG\left_2018_07_16_17_15_51_642.jpg,IMG\right_2018_07_16_17_15_51_642.jpg,0.0,1.0,0.0,30.19071
IMG\center_2018_07_16_17_15_51_715.jpg,IMG\left_2018_07_16_17_15_51_715.jpg,IMG\right_2018_07_16_17_15_51_715.jpg,0.1,1.0,0.0,30.03112
IMG\center_2018_07_16_17_15_51_783.jpg,IMG\left_2018_07_16_17_15_51_783.jpg,IMG\right_2018_07_16_17_15_51_783.jpg,0.3,1.0,0.0,30.15811
IMG\center_2018_07_16_17_15_51_850.jpg,IMG\left_2018_07_16_17_15_51_850.jpg,IMG\right_2018_07_16_17_15_51_850.jpg,0.3347349,1.0,0.0,30.2603
IMG\center_2018_07_16_17_15_51_919.jpg,IMG\left_2018_07_16_17_15_51_919.jpg,IMG\right_2018_07_16_17_15_51_919.jpg,0.1478214,1.0,0.0,29.96082
IMG\center_2018_07_16_17_15_51_987.jpg,IMG\left_2018_07_16_17_15_51_987.jpg,IMG\right_2018_07_16_17_15_51_987.jpg,0.0,1.0,0.0,30.12317
IMG\center_2018_07_16_17_15_52_054.jpg,IMG\left_2018_07_16_17_15_52_054.jpg,IMG\right_2018_07_16_17_15_52_054.jpg,0.0,1.0,0.0,30.32624
IMG\center_2018_07_16_17_15_52_123.jpg,IMG\left_2018_07_16_17_15_52_123.jpg,IMG\right_2018_07_16_17_15_52_123.jpg,0.0,1.0,0.0,30.18654
IMG\center_2018_07_16_17_15_52_191.jpg,IMG\left_2018_07_16_17_15_52_191.jpg,IMG\right_2018_07_16_17_15_52_191.jpg,0.0,1.0,0.0,30.18922
IMG\center_2018_07_16_17_15_52_259.jpg,IMG\left_2018_07_16_17_15_52_259.jpg,IMG\right_2018_07_16_17_15_52_259.jpg,0.0,1.0,0.0,30.18954
IMG\center_2018_07_16_17_15_52_332.jpg,IMG\left_2018_07_16_17_15_52_332.jpg,IMG\right_2018_07_16_17_15_52_332.jpg,0.0,1.0,0.0,30.18993
IMG\center_2018_07_16_17_15_52_400.jpg,IMG\left_2018_07_16_17_15_52_400.jpg,IMG\right_2018_07_16_17_15_52_400.jpg,0.0,1.0,0.0,30.19007
IMG\center_2018_07_16_17_15_52_470.jpg,IMG\left_2018_07_16_17_15_52_470.jpg,IMG\right_2018_07_16_17_15_52_470.jpg,0.0,1.0,0.0,30.19024
IMG\center_2018_07_16_17_15_52_537.jpg,IMG\left_2018_07_16_17_15_52_537.jpg,IMG\right_2018_07_16_17_15_52_537.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_15_52_605.jpg,IMG\left_2018_07_16_17_15_52_605.jpg,IMG\right_2018_07_16_17_15_52_605.jpg,0.0,1.0,0.0,30.19036
IMG\center_2018_07_16_17_15_52_677.jpg,IMG\left_2018_07_16_17_15_52_677.jpg,IMG\right_2018_07_16_17_15_52_677.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_15_52_747.jpg,IMG\left_2018_07_16_17_15_52_747.jpg,IMG\right_2018_07_16_17_15_52_747.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_15_52_815.jpg,IMG\left_2018_07_16_17_15_52_815.jpg,IMG\right_2018_07_16_17_15_52_815.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_15_52_883.jpg,IMG\left_2018_07_16_17_15_52_883.jpg,IMG\right_2018_07_16_17_15_52_883.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_15_52_950.jpg,IMG\left_2018_07_16_17_15_52_950.jpg,IMG\right_2018_07_16_17_15_52_950.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_15_53_020.jpg,IMG\left_2018_07_16_17_15_53_020.jpg,IMG\right_2018_07_16_17_15_53_020.jpg,0.1392491,1.0,0.0,30.18503
IMG\center_2018_07_16_17_15_53_090.jpg,IMG\left_2018_07_16_17_15_53_090.jpg,IMG\right_2018_07_16_17_15_53_090.jpg,0.0,1.0,0.0,30.19025
IMG\center_2018_07_16_17_15_53_158.jpg,IMG\left_2018_07_16_17_15_53_158.jpg,IMG\right_2018_07_16_17_15_53_158.jpg,0.0,1.0,0.0,30.19025
IMG\center_2018_07_16_17_15_53_227.jpg,IMG\left_2018_07_16_17_15_53_227.jpg,IMG\right_2018_07_16_17_15_53_227.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_15_53_295.jpg,IMG\left_2018_07_16_17_15_53_295.jpg,IMG\right_2018_07_16_17_15_53_295.jpg,0.0,1.0,0.0,30.1904
IMG\center_2018_07_16_17_15_53_364.jpg,IMG\left_2018_07_16_17_15_53_364.jpg,IMG\right_2018_07_16_17_15_53_364.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_15_53_432.jpg,IMG\left_2018_07_16_17_15_53_432.jpg,IMG\right_2018_07_16_17_15_53_432.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_15_53_507.jpg,IMG\left_2018_07_16_17_15_53_507.jpg,IMG\right_2018_07_16_17_15_53_507.jpg,0.2,1.0,0.0,30.18004
IMG\center_2018_07_16_17_15_53_579.jpg,IMG\left_2018_07_16_17_15_53_579.jpg,IMG\right_2018_07_16_17_15_53_579.jpg,0.3395161,1.0,0.0,30.16516
IMG\center_2018_07_16_17_15_53_651.jpg,IMG\left_2018_07_16_17_15_53_651.jpg,IMG\right_2018_07_16_17_15_53_651.jpg,0.1020351,1.0,0.0,30.19142
IMG\center_2018_07_16_17_15_53_721.jpg,IMG\left_2018_07_16_17_15_53_721.jpg,IMG\right_2018_07_16_17_15_53_721.jpg,0.0,1.0,0.0,30.18861
IMG\center_2018_07_16_17_15_53_790.jpg,IMG\left_2018_07_16_17_15_53_790.jpg,IMG\right_2018_07_16_17_15_53_790.jpg,0.0,1.0,0.0,30.19002
IMG\center_2018_07_16_17_15_53_859.jpg,IMG\left_2018_07_16_17_15_53_859.jpg,IMG\right_2018_07_16_17_15_53_859.jpg,0.0,1.0,0.0,30.19019
IMG\center_2018_07_16_17_15_53_929.jpg,IMG\left_2018_07_16_17_15_53_929.jpg,IMG\right_2018_07_16_17_15_53_929.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_15_53_999.jpg,IMG\left_2018_07_16_17_15_53_999.jpg,IMG\right_2018_07_16_17_15_53_999.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_15_54_069.jpg,IMG\left_2018_07_16_17_15_54_069.jpg,IMG\right_2018_07_16_17_15_54_069.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_15_54_137.jpg,IMG\left_2018_07_16_17_15_54_137.jpg,IMG\right_2018_07_16_17_15_54_137.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_15_54_207.jpg,IMG\left_2018_07_16_17_15_54_207.jpg,IMG\right_2018_07_16_17_15_54_207.jpg,0.0,1.0,0.0,30.19023
IMG\center_2018_07_16_17_15_54_274.jpg,IMG\left_2018_07_16_17_15_54_274.jpg,IMG\right_2018_07_16_17_15_54_274.jpg,0.0,1.0,0.0,30.19049
IMG\center_2018_07_16_17_15_54_340.jpg,IMG\left_2018_07_16_17_15_54_340.jpg,IMG\right_2018_07_16_17_15_54_340.jpg,0.0,1.0,0.0,30.19016
IMG\center_2018_07_16_17_15_54_411.jpg,IMG\left_2018_07_16_17_15_54_411.jpg,IMG\right_2018_07_16_17_15_54_411.jpg,0.0,1.0,0.0,30.19001
IMG\center_2018_07_16_17_15_54_482.jpg,IMG\left_2018_07_16_17_15_54_482.jpg,IMG\right_2018_07_16_17_15_54_482.jpg,0.0,1.0,0.0,30.19017
IMG\center_2018_07_16_17_15_54_554.jpg,IMG\left_2018_07_16_17_15_54_554.jpg,IMG\right_2018_07_16_17_15_54_554.jpg,0.0,1.0,0.0,30.1901
IMG\center_2018_07_16_17_15_54_624.jpg,IMG\left_2018_07_16_17_15_54_624.jpg,IMG\right_2018_07_16_17_15_54_624.jpg,0.0,1.0,0.0,30.19018
IMG\center_2018_07_16_17_15_54_693.jpg,IMG\left_2018_07_16_17_15_54_693.jpg,IMG\right_2018_07_16_17_15_54_693.jpg,0.0,1.0,0.0,30.19015
IMG\center_2018_07_16_17_15_54_763.jpg,IMG\left_2018_07_16_17_15_54_763.jpg,IMG\right_2018_07_16_17_15_54_763.jpg,0.0,1.0,0.0,30.19018
IMG\center_2018_07_16_17_15_54_837.jpg,IMG\left_2018_07_16_17_15_54_837.jpg,IMG\right_2018_07_16_17_15_54_837.jpg,0.0,1.0,0.0,30.19018
IMG\center_2018_07_16_17_15_54_905.jpg,IMG\left_2018_07_16_17_15_54_905.jpg,IMG\right_2018_07_16_17_15_54_905.jpg,0.0,1.0,0.0,30.19017
IMG\center_2018_07_16_17_15_54_972.jpg,IMG\left_2018_07_16_17_15_54_972.jpg,IMG\right_2018_07_16_17_15_54_972.jpg,0.0,1.0,0.0,30.19015
IMG\center_2018_07_16_17_15_55_045.jpg,IMG\left_2018_07_16_17_15_55_045.jpg,IMG\right_2018_07_16_17_15_55_045.jpg,0.0,1.0,0.0,30.19039
IMG\center_2018_07_16_17_15_55_112.jpg,IMG\left_2018_07_16_17_15_55_112.jpg,IMG\right_2018_07_16_17_15_55_112.jpg,0.0,1.0,0.0,30.19027
IMG\center_2018_07_16_17_15_55_179.jpg,IMG\left_2018_07_16_17_15_55_179.jpg,IMG\right_2018_07_16_17_15_55_179.jpg,0.0,1.0,0.0,30.19026
IMG\center_2018_07_16_17_15_55_249.jpg,IMG\left_2018_07_16_17_15_55_249.jpg,IMG\right_2018_07_16_17_15_55_249.jpg,0.0,1.0,0.0,30.19055
IMG\center_2018_07_16_17_15_55_316.jpg,IMG\left_2018_07_16_17_15_55_316.jpg,IMG\right_2018_07_16_17_15_55_316.jpg,0.0,1.0,0.0,30.19039
IMG\center_2018_07_16_17_15_55_387.jpg,IMG\left_2018_07_16_17_15_55_387.jpg,IMG\right_2018_07_16_17_15_55_387.jpg,0.0,1.0,0.0,30.19032
IMG\center_2018_07_16_17_15_55_454.jpg,IMG\left_2018_07_16_17_15_55_454.jpg,IMG\right_2018_07_16_17_15_55_454.jpg,0.0,1.0,0.0,30.19032
IMG\center_2018_07_16_17_15_55_526.jpg,IMG\left_2018_07_16_17_15_55_526.jpg,IMG\right_2018_07_16_17_15_55_526.jpg,0.0,1.0,0.0,30.19034
IMG\center_2018_07_16_17_15_55_596.jpg,IMG\left_2018_07_16_17_15_55_596.jpg,IMG\right_2018_07_16_17_15_55_596.jpg,0.0,1.0,0.0,30.19035
IMG\center_2018_07_16_17_15_55_663.jpg,IMG\left_2018_07_16_17_15_55_663.jpg,IMG\right_2018_07_16_17_15_55_663.jpg,0.0,1.0,0.0,30.19036
IMG\center_2018_07_16_17_15_55_734.jpg,IMG\left_2018_07_16_17_15_55_734.jpg,IMG\right_2018_07_16_17_15_55_734.jpg,0.0,1.0,0.0,30.19036
IMG\center_2018_07_16_17_15_55_807.jpg,IMG\left_2018_07_16_17_15_55_807.jpg,IMG\right_2018_07_16_17_15_55_807.jpg,0.0,1.0,0.0,30.18969
IMG\center_2018_07_16_17_15_55_878.jpg,IMG\left_2018_07_16_17_15_55_878.jpg,IMG\right_2018_07_16_17_15_55_878.jpg,0.0,1.0,0.0,30.19056
IMG\center_2018_07_16_17_15_55_948.jpg,IMG\left_2018_07_16_17_15_55_948.jpg,IMG\right_2018_07_16_17_15_55_948.jpg,0.0,1.0,0.0,30.19047
IMG\center_2018_07_16_17_15_56_017.jpg,IMG\left_2018_07_16_17_15_56_017.jpg,IMG\right_2018_07_16_17_15_56_017.jpg,0.0,1.0,0.0,30.19027
IMG\center_2018_07_16_17_15_56_088.jpg,IMG\left_2018_07_16_17_15_56_088.jpg,IMG\right_2018_07_16_17_15_56_088.jpg,0.0,1.0,0.0,30.19094
IMG\center_2018_07_16_17_15_56_159.jpg,IMG\left_2018_07_16_17_15_56_159.jpg,IMG\right_2018_07_16_17_15_56_159.jpg,0.0,1.0,0.0,30.19032
IMG\center_2018_07_16_17_15_56_230.jpg,IMG\left_2018_07_16_17_15_56_230.jpg,IMG\right_2018_07_16_17_15_56_230.jpg,0.0,1.0,0.0,30.19037
IMG\center_2018_07_16_17_15_56_300.jpg,IMG\left_2018_07_16_17_15_56_300.jpg,IMG\right_2018_07_16_17_15_56_300.jpg,0.0,1.0,0.0,30.19082
IMG\center_2018_07_16_17_15_56_368.jpg,IMG\left_2018_07_16_17_15_56_368.jpg,IMG\right_2018_07_16_17_15_56_368.jpg,0.0,1.0,0.0,30.19022
IMG\center_2018_07_16_17_15_56_440.jpg,IMG\left_2018_07_16_17_15_56_440.jpg,IMG\right_2018_07_16_17_15_56_440.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_15_56_514.jpg,IMG\left_2018_07_16_17_15_56_514.jpg,IMG\right_2018_07_16_17_15_56_514.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_15_56_587.jpg,IMG\left_2018_07_16_17_15_56_587.jpg,IMG\right_2018_07_16_17_15_56_587.jpg,0.05,1.0,0.0,30.1897
IMG\center_2018_07_16_17_15_56_655.jpg,IMG\left_2018_07_16_17_15_56_655.jpg,IMG\right_2018_07_16_17_15_56_655.jpg,0.2,1.0,0.0,30.17986
IMG\center_2018_07_16_17_15_56_725.jpg,IMG\left_2018_07_16_17_15_56_725.jpg,IMG\right_2018_07_16_17_15_56_725.jpg,0.2258309,1.0,0.0,30.18272
IMG\center_2018_07_16_17_15_56_791.jpg,IMG\left_2018_07_16_17_15_56_791.jpg,IMG\right_2018_07_16_17_15_56_791.jpg,0.04608299,1.0,0.0,30.19064
IMG\center_2018_07_16_17_15_56_864.jpg,IMG\left_2018_07_16_17_15_56_864.jpg,IMG\right_2018_07_16_17_15_56_864.jpg,0.0,1.0,0.0,30.18953
IMG\center_2018_07_16_17_15_56_936.jpg,IMG\left_2018_07_16_17_15_56_936.jpg,IMG\right_2018_07_16_17_15_56_936.jpg,0.0,1.0,0.0,30.19004
IMG\center_2018_07_16_17_15_57_004.jpg,IMG\left_2018_07_16_17_15_57_004.jpg,IMG\right_2018_07_16_17_15_57_004.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_15_57_075.jpg,IMG\left_2018_07_16_17_15_57_075.jpg,IMG\right_2018_07_16_17_15_57_075.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_15_57_147.jpg,IMG\left_2018_07_16_17_15_57_147.jpg,IMG\right_2018_07_16_17_15_57_147.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_15_57_213.jpg,IMG\left_2018_07_16_17_15_57_213.jpg,IMG\right_2018_07_16_17_15_57_213.jpg,0.0,1.0,0.0,30.19033
IMG\center_2018_07_16_17_15_57_284.jpg,IMG\left_2018_07_16_17_15_57_284.jpg,IMG\right_2018_07_16_17_15_57_284.jpg,0.0,1.0,0.0,30.19032
IMG\center_2018_07_16_17_15_57_356.jpg,IMG\left_2018_07_16_17_15_57_356.jpg,IMG\right_2018_07_16_17_15_57_356.jpg,0.05,1.0,0.0,30.18971
IMG\center_2018_07_16_17_15_57_423.jpg,IMG\left_2018_07_16_17_15_57_423.jpg,IMG\right_2018_07_16_17_15_57_423.jpg,0.2,1.0,0.0,30.18024
IMG\center_2018_07_16_17_15_57_494.jpg,IMG\left_2018_07_16_17_15_57_494.jpg,IMG\right_2018_07_16_17_15_57_494.jpg,0.2250735,1.0,0.0,30.18276
IMG\center_2018_07_16_17_15_57_568.jpg,IMG\left_2018_07_16_17_15_57_568.jpg,IMG\right_2018_07_16_17_15_57_568.jpg,0.0,1.0,0.0,30.18897
IMG\center_2018_07_16_17_15_57_637.jpg,IMG\left_2018_07_16_17_15_57_637.jpg,IMG\right_2018_07_16_17_15_57_637.jpg,0.0,1.0,0.0,30.19004
IMG\center_2018_07_16_17_15_57_707.jpg,IMG\left_2018_07_16_17_15_57_707.jpg,IMG\right_2018_07_16_17_15_57_707.jpg,0.0,1.0,0.0,30.19017
IMG\center_2018_07_16_17_15_57_780.jpg,IMG\left_2018_07_16_17_15_57_780.jpg,IMG\right_2018_07_16_17_15_57_780.jpg,0.0,1.0,0.0,30.19027
IMG\center_2018_07_16_17_15_57_847.jpg,IMG\left_2018_07_16_17_15_57_847.jpg,IMG\right_2018_07_16_17_15_57_847.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_15_57_915.jpg,IMG\left_2018_07_16_17_15_57_915.jpg,IMG\right_2018_07_16_17_15_57_915.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_15_57_985.jpg,IMG\left_2018_07_16_17_15_57_985.jpg,IMG\right_2018_07_16_17_15_57_985.jpg,0.1,1.0,0.0,30.1878
IMG\center_2018_07_16_17_15_58_052.jpg,IMG\left_2018_07_16_17_15_58_052.jpg,IMG\right_2018_07_16_17_15_58_052.jpg,0.25,1.0,0.0,30.17496
IMG\center_2018_07_16_17_15_58_119.jpg,IMG\left_2018_07_16_17_15_58_119.jpg,IMG\right_2018_07_16_17_15_58_119.jpg,0.3876992,1.0,0.0,30.15969
IMG\center_2018_07_16_17_15_58_191.jpg,IMG\left_2018_07_16_17_15_58_191.jpg,IMG\right_2018_07_16_17_15_58_191.jpg,0.1510655,1.0,0.0,30.1912
IMG\center_2018_07_16_17_15_58_265.jpg,IMG\left_2018_07_16_17_15_58_265.jpg,IMG\right_2018_07_16_17_15_58_265.jpg,0.0,1.0,0.0,30.18838
IMG\center_2018_07_16_17_15_58_332.jpg,IMG\left_2018_07_16_17_15_58_332.jpg,IMG\right_2018_07_16_17_15_58_332.jpg,0.0,1.0,0.0,30.18977
IMG\center_2018_07_16_17_15_58_404.jpg,IMG\left_2018_07_16_17_15_58_404.jpg,IMG\right_2018_07_16_17_15_58_404.jpg,0.0,1.0,0.0,30.19018
IMG\center_2018_07_16_17_15_58_473.jpg,IMG\left_2018_07_16_17_15_58_473.jpg,IMG\right_2018_07_16_17_15_58_473.jpg,0.0,1.0,0.0,30.19025
IMG\center_2018_07_16_17_15_58_540.jpg,IMG\left_2018_07_16_17_15_58_540.jpg,IMG\right_2018_07_16_17_15_58_540.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_15_58_610.jpg,IMG\left_2018_07_16_17_15_58_610.jpg,IMG\right_2018_07_16_17_15_58_610.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_15_58_680.jpg,IMG\left_2018_07_16_17_15_58_680.jpg,IMG\right_2018_07_16_17_15_58_680.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_15_58_750.jpg,IMG\left_2018_07_16_17_15_58_750.jpg,IMG\right_2018_07_16_17_15_58_750.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_15_58_821.jpg,IMG\left_2018_07_16_17_15_58_821.jpg,IMG\right_2018_07_16_17_15_58_821.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_15_58_892.jpg,IMG\left_2018_07_16_17_15_58_892.jpg,IMG\right_2018_07_16_17_15_58_892.jpg,0.0,1.0,0.0,30.19083
IMG\center_2018_07_16_17_15_58_965.jpg,IMG\left_2018_07_16_17_15_58_965.jpg,IMG\right_2018_07_16_17_15_58_965.jpg,0.0,1.0,0.0,30.19029
