img,angle
IMG\center_2018_07_16_17_15_07_816.jp,0.0
IMG\center_2018_07_16_17_15_07_889.jp,0.0
IMG\center_2018_07_16_17_15_07_961.jp,0.0
IMG\center_2018_07_16_17_15_08_034.jp,0.0
IMG\center_2018_07_16_17_15_08_107.jp,0.15
IMG\center_2018_07_16_17_15_08_176.jp,0.3
IMG\center_2018_07_16_17_15_08_247.jp,0.1832864
IMG\center_2018_07_16_17_15_08_320.jp,0.01268218
IMG\center_2018_07_16_17_15_08_387.jp,0.0
IMG\center_2018_07_16_17_15_08_461.jp,0.15
IMG\center_2018_07_16_17_15_08_537.jp,0.2704643
IMG\center_2018_07_16_17_15_08_610.jp,0.02355139
IMG\center_2018_07_16_17_15_08_679.jp,0.0
IMG\center_2018_07_16_17_15_08_746.jp,0.0
IMG\center_2018_07_16_17_15_08_819.jp,0.0
IMG\center_2018_07_16_17_15_08_890.jp,0.0
IMG\center_2018_07_16_17_15_08_963.jp,0.0
IMG\center_2018_07_16_17_15_09_035.jp,0.0
IMG\center_2018_07_16_17_15_09_108.jp,0.0
IMG\center_2018_07_16_17_15_09_181.jp,0.0
IMG\center_2018_07_16_17_15_09_254.jp,0.0
IMG\center_2018_07_16_17_15_09_326.jp,0.0
IMG\center_2018_07_16_17_15_09_393.jp,0.1
IMG\center_2018_07_16_17_15_09_462.jp,0.1764077
IMG\center_2018_07_16_17_15_09_536.jp,0.0
IMG\center_2018_07_16_17_15_09_609.jp,0.0
IMG\center_2018_07_16_17_15_09_676.jp,0.0
IMG\center_2018_07_16_17_15_09_753.jp,0.0
IMG\center_2018_07_16_17_15_09_825.jp,0.0
IMG\center_2018_07_16_17_15_09_895.jp,0.0
IMG\center_2018_07_16_17_15_09_962.jp,0.1
IMG\center_2018_07_16_17_15_10_031.jp,0.1399758
IMG\center_2018_07_16_17_15_10_101.jp,0.0
IMG\center_2018_07_16_17_15_10_171.jp,0.0
IMG\center_2018_07_16_17_15_10_239.jp,0.0
IMG\center_2018_07_16_17_15_10_309.jp,0.05
IMG\center_2018_07_16_17_15_10_376.jp,0.2
IMG\center_2018_07_16_17_15_10_446.jp,0.2491003
IMG\center_2018_07_16_17_15_10_515.jp,0.06274218
IMG\center_2018_07_16_17_15_10_585.jp,0.0
IMG\center_2018_07_16_17_15_10_652.jp,0.0
IMG\center_2018_07_16_17_15_10_722.jp,0.0
IMG\center_2018_07_16_17_15_10_790.jp,0.0
IMG\center_2018_07_16_17_15_10_860.jp,0.0
IMG\center_2018_07_16_17_15_10_932.jp,0.0
IMG\center_2018_07_16_17_15_11_002.jp,0.1
IMG\center_2018_07_16_17_15_11_072.jp,0.3043504
IMG\center_2018_07_16_17_15_11_144.jp,0.06386176
IMG\center_2018_07_16_17_15_11_211.jp,0.0
IMG\center_2018_07_16_17_15_11_280.jp,0.0
IMG\center_2018_07_16_17_15_11_349.jp,0.0
IMG\center_2018_07_16_17_15_11_417.jp,0.0
IMG\center_2018_07_16_17_15_11_485.jp,0.1
IMG\center_2018_07_16_17_15_11_553.jp,0.25
IMG\center_2018_07_16_17_15_11_620.jp,0.326063
IMG\center_2018_07_16_17_15_11_688.jp,0.0708599
IMG\center_2018_07_16_17_15_11_759.jp,0.0
IMG\center_2018_07_16_17_15_11_828.jp,0.0
IMG\center_2018_07_16_17_15_11_900.jp,0.0
IMG\center_2018_07_16_17_15_11_971.jp,0.05
IMG\center_2018_07_16_17_15_12_045.jp,0.25
IMG\center_2018_07_16_17_15_12_115.jp,0.2147967
IMG\center_2018_07_16_17_15_12_187.jp,0.0
IMG\center_2018_07_16_17_15_12_255.jp,0.0
IMG\center_2018_07_16_17_15_12_324.jp,0.0
IMG\center_2018_07_16_17_15_12_394.jp,0.0
IMG\center_2018_07_16_17_15_12_466.jp,0.0
IMG\center_2018_07_16_17_15_12_537.jp,0.0
IMG\center_2018_07_16_17_15_12_607.jp,0.0
IMG\center_2018_07_16_17_15_12_678.jp,0.0
IMG\center_2018_07_16_17_15_12_749.jp,0.0
IMG\center_2018_07_16_17_15_12_820.jp,0.0
IMG\center_2018_07_16_17_15_12_890.jp,0.1
IMG\center_2018_07_16_17_15_12_961.jp,0.25
IMG\center_2018_07_16_17_15_13_031.jp,0.2829925
IMG\center_2018_07_16_17_15_13_101.jp,0.09543355
IMG\center_2018_07_16_17_15_13_172.jp,0.0
IMG\center_2018_07_16_17_15_13_242.jp,0.0
IMG\center_2018_07_16_17_15_13_311.jp,0.0
IMG\center_2018_07_16_17_15_13_380.jp,0.0
IMG\center_2018_07_16_17_15_13_451.jp,0.0
IMG\center_2018_07_16_17_15_13_519.jp,0.0
IMG\center_2018_07_16_17_15_13_594.jp,0.1
IMG\center_2018_07_16_17_15_13_661.jp,0.25
IMG\center_2018_07_16_17_15_13_731.jp,0.2869104
IMG\center_2018_07_16_17_15_13_804.jp,0.06717485
IMG\center_2018_07_16_17_15_13_878.jp,0.0
IMG\center_2018_07_16_17_15_13_950.jp,0.0
IMG\center_2018_07_16_17_15_14_022.jp,0.0
IMG\center_2018_07_16_17_15_14_094.jp,0.0
IMG\center_2018_07_16_17_15_14_170.jp,0.0
IMG\center_2018_07_16_17_15_14_237.jp,0.0
IMG\center_2018_07_16_17_15_14_306.jp,0.2
IMG\center_2018_07_16_17_15_14_376.jp,0.35
IMG\center_2018_07_16_17_15_14_449.jp,0.2523383
IMG\center_2018_07_16_17_15_14_519.jp,0.07336382
IMG\center_2018_07_16_17_15_14_592.jp,0.0
IMG\center_2018_07_16_17_15_14_666.jp,0.0
IMG\center_2018_07_16_17_15_14_736.jp,0.0
IMG\center_2018_07_16_17_15_14_807.jp,0.0
IMG\center_2018_07_16_17_15_14_874.jp,0.0
IMG\center_2018_07_16_17_15_14_942.jp,0.0
IMG\center_2018_07_16_17_15_15_010.jp,0.0
IMG\center_2018_07_16_17_15_15_080.jp,0.0
IMG\center_2018_07_16_17_15_15_153.jp,0.0
IMG\center_2018_07_16_17_15_15_224.jp,0.0
IMG\center_2018_07_16_17_15_15_293.jp,0.0
IMG\center_2018_07_16_17_15_15_361.jp,0.0
IMG\center_2018_07_16_17_15_15_431.jp,0.0
IMG\center_2018_07_16_17_15_15_502.jp,0.05
IMG\center_2018_07_16_17_15_15_571.jp,0.25
IMG\center_2018_07_16_17_15_15_642.jp,0.1486281
IMG\center_2018_07_16_17_15_15_710.jp,0.0
IMG\center_2018_07_16_17_15_15_779.jp,0.0
IMG\center_2018_07_16_17_15_15_849.jp,0.0
IMG\center_2018_07_16_17_15_15_918.jp,0.0
IMG\center_2018_07_16_17_15_15_989.jp,0.1
IMG\center_2018_07_16_17_15_16_058.jp,0.25
IMG\center_2018_07_16_17_15_16_128.jp,0.45
IMG\center_2018_07_16_17_15_16_200.jp,0.4992179
IMG\center_2018_07_16_17_15_16_268.jp,0.2653333
IMG\center_2018_07_16_17_15_16_339.jp,0.07929783
IMG\center_2018_07_16_17_15_16_414.jp,0.0
IMG\center_2018_07_16_17_15_16_492.jp,0.15
IMG\center_2018_07_16_17_15_16_564.jp,0.07328746
IMG\center_2018_07_16_17_15_16_637.jp,0.0
IMG\center_2018_07_16_17_15_16_710.jp,0.0
IMG\center_2018_07_16_17_15_16_779.jp,0.0
IMG\center_2018_07_16_17_15_16_848.jp,0.1
IMG\center_2018_07_16_17_15_16_922.jp,0.25
IMG\center_2018_07_16_17_15_16_990.jp,0.45
IMG\center_2018_07_16_17_15_17_069.jp,0.421871
IMG\center_2018_07_16_17_15_17_143.jp,0.1986684
IMG\center_2018_07_16_17_15_17_219.jp,0.001062961
IMG\center_2018_07_16_17_15_17_292.jp,0.0
IMG\center_2018_07_16_17_15_17_365.jp,0.0
IMG\center_2018_07_16_17_15_17_433.jp,0.0
IMG\center_2018_07_16_17_15_17_504.jp,0.0
IMG\center_2018_07_16_17_15_17_578.jp,0.0
IMG\center_2018_07_16_17_15_17_651.jp,0.2
IMG\center_2018_07_16_17_15_17_719.jp,0.35
IMG\center_2018_07_16_17_15_17_795.jp,0.271893
IMG\center_2018_07_16_17_15_17_868.jp,0.0256624
IMG\center_2018_07_16_17_15_17_935.jp,0.0
IMG\center_2018_07_16_17_15_18_009.jp,0.0
IMG\center_2018_07_16_17_15_18_082.jp,0.05
IMG\center_2018_07_16_17_15_18_156.jp,0.25
IMG\center_2018_07_16_17_15_18_224.jp,0.45
IMG\center_2018_07_16_17_15_18_296.jp,0.6000001
IMG\center_2018_07_16_17_15_18_365.jp,0.8000001
IMG\center_2018_07_16_17_15_18_434.jp,0.8877879
IMG\center_2018_07_16_17_15_18_512.jp,0.6270079
IMG\center_2018_07_16_17_15_18_587.jp,0.3999478
IMG\center_2018_07_16_17_15_18_656.jp,0.2499478
IMG\center_2018_07_16_17_15_18_727.jp,-0.2649441
IMG\center_2018_07_16_17_15_18_795.jp,-0.08971509
IMG\center_2018_07_16_17_15_18_867.jp,0.0
IMG\center_2018_07_16_17_15_18_942.jp,0.0
IMG\center_2018_07_16_17_15_19_017.jp,0.0
IMG\center_2018_07_16_17_15_19_094.jp,0.0
IMG\center_2018_07_16_17_15_19_170.jp,0.0
IMG\center_2018_07_16_17_15_19_240.jp,-0.15
IMG\center_2018_07_16_17_15_19_311.jp,-0.1786333
IMG\center_2018_07_16_17_15_19_385.jp,0.0
IMG\center_2018_07_16_17_15_19_462.jp,0.0
IMG\center_2018_07_16_17_15_19_540.jp,0.0
IMG\center_2018_07_16_17_15_19_613.jp,0.0
IMG\center_2018_07_16_17_15_19_682.jp,0.0
IMG\center_2018_07_16_17_15_19_760.jp,0.0
IMG\center_2018_07_16_17_15_19_836.jp,0.2
IMG\center_2018_07_16_17_15_19_915.jp,0.4117432
IMG\center_2018_07_16_17_15_19_991.jp,0.1811668
IMG\center_2018_07_16_17_15_20_061.jp,0.0
IMG\center_2018_07_16_17_15_20_136.jp,0.0
IMG\center_2018_07_16_17_15_20_207.jp,0.1
IMG\center_2018_07_16_17_15_20_280.jp,0.1601008
IMG\center_2018_07_16_17_15_20_353.jp,0.0
IMG\center_2018_07_16_17_15_20_426.jp,0.0
IMG\center_2018_07_16_17_15_20_496.jp,0.0
IMG\center_2018_07_16_17_15_20_571.jp,0.0
IMG\center_2018_07_16_17_15_20_640.jp,0.0
IMG\center_2018_07_16_17_15_20_707.jp,0.0
IMG\center_2018_07_16_17_15_20_782.jp,0.0
IMG\center_2018_07_16_17_15_20_852.jp,0.1
IMG\center_2018_07_16_17_15_20_922.jp,0.25
IMG\center_2018_07_16_17_15_20_997.jp,0.3061018
IMG\center_2018_07_16_17_15_21_069.jp,0.06652576
IMG\center_2018_07_16_17_15_21_136.jp,0.0
IMG\center_2018_07_16_17_15_21_211.jp,0.0
IMG\center_2018_07_16_17_15_21_279.jp,0.05
IMG\center_2018_07_16_17_15_21_349.jp,0.25
IMG\center_2018_07_16_17_15_21_418.jp,0.1473422
IMG\center_2018_07_16_17_15_21_487.jp,0.0
IMG\center_2018_07_16_17_15_21_562.jp,0.0
IMG\center_2018_07_16_17_15_21_632.jp,0.0
IMG\center_2018_07_16_17_15_21_708.jp,0.05
IMG\center_2018_07_16_17_15_21_777.jp,0.2
IMG\center_2018_07_16_17_15_21_851.jp,0.4
IMG\center_2018_07_16_17_15_21_925.jp,0.2726455
IMG\center_2018_07_16_17_15_21_996.jp,0.08701409
IMG\center_2018_07_16_17_15_22_063.jp,0.0
IMG\center_2018_07_16_17_15_22_131.jp,0.0
IMG\center_2018_07_16_17_15_22_205.jp,0.0
IMG\center_2018_07_16_17_15_22_277.jp,0.0
IMG\center_2018_07_16_17_15_22_350.jp,0.0
IMG\center_2018_07_16_17_15_22_424.jp,0.0
IMG\center_2018_07_16_17_15_22_491.jp,0.0
IMG\center_2018_07_16_17_15_22_565.jp,0.0
IMG\center_2018_07_16_17_15_22_632.jp,0.0
IMG\center_2018_07_16_17_15_22_706.jp,0.0
IMG\center_2018_07_16_17_15_22_780.jp,-0.1
IMG\center_2018_07_16_17_15_22_854.jp,-0.1160832
IMG\center_2018_07_16_17_15_22_928.jp,0.0
IMG\center_2018_07_16_17_15_22_998.jp,0.0
IMG\center_2018_07_16_17_15_23_072.jp,0.0
IMG\center_2018_07_16_17_15_23_146.jp,0.0
IMG\center_2018_07_16_17_15_23_220.jp,0.0
IMG\center_2018_07_16_17_15_23_293.jp,0.2
IMG\center_2018_07_16_17_15_23_367.jp,0.04899953
IMG\center_2018_07_16_17_15_23_442.jp,0.0
IMG\center_2018_07_16_17_15_23_511.jp,0.0
IMG\center_2018_07_16_17_15_23_582.jp,0.0
IMG\center_2018_07_16_17_15_23_653.jp,-0.2
IMG\center_2018_07_16_17_15_23_723.jp,-0.06784239
IMG\center_2018_07_16_17_15_23_794.jp,0.0
IMG\center_2018_07_16_17_15_23_866.jp,0.0
IMG\center_2018_07_16_17_15_23_938.jp,0.0
IMG\center_2018_07_16_17_15_24_009.jp,0.0
IMG\center_2018_07_16_17_15_24_079.jp,0.0
IMG\center_2018_07_16_17_15_24_150.jp,0.0
IMG\center_2018_07_16_17_15_24_220.jp,0.0
IMG\center_2018_07_16_17_15_24_290.jp,0.0
IMG\center_2018_07_16_17_15_24_360.jp,0.0
IMG\center_2018_07_16_17_15_24_429.jp,0.0
IMG\center_2018_07_16_17_15_24_503.jp,0.0
IMG\center_2018_07_16_17_15_24_575.jp,0.0
IMG\center_2018_07_16_17_15_24_644.jp,0.0
IMG\center_2018_07_16_17_15_24_714.jp,0.0
IMG\center_2018_07_16_17_15_24_781.jp,0.0
IMG\center_2018_07_16_17_15_24_854.jp,0.0
IMG\center_2018_07_16_17_15_24_927.jp,0.0
IMG\center_2018_07_16_17_15_24_998.jp,0.0
IMG\center_2018_07_16_17_15_25_071.jp,0.0
IMG\center_2018_07_16_17_15_25_144.jp,0.0
IMG\center_2018_07_16_17_15_25_216.jp,0.0
IMG\center_2018_07_16_17_15_25_290.jp,0.0
IMG\center_2018_07_16_17_15_25_362.jp,0.0
IMG\center_2018_07_16_17_15_25_433.jp,0.0
IMG\center_2018_07_16_17_15_25_500.jp,0.0
IMG\center_2018_07_16_17_15_25_574.jp,0.0
IMG\center_2018_07_16_17_15_25_641.jp,0.0
IMG\center_2018_07_16_17_15_25_710.jp,0.0
IMG\center_2018_07_16_17_15_25_779.jp,0.0
IMG\center_2018_07_16_17_15_25_849.jp,0.0
IMG\center_2018_07_16_17_15_25_919.jp,0.0
IMG\center_2018_07_16_17_15_25_989.jp,0.0
IMG\center_2018_07_16_17_15_26_056.jp,-0.15
IMG\center_2018_07_16_17_15_26_128.jp,-0.07774229
IMG\center_2018_07_16_17_15_26_197.jp,0.0
IMG\center_2018_07_16_17_15_26_267.jp,0.0
IMG\center_2018_07_16_17_15_26_337.jp,0.0
IMG\center_2018_07_16_17_15_26_407.jp,0.0
IMG\center_2018_07_16_17_15_26_477.jp,0.0
IMG\center_2018_07_16_17_15_26_548.jp,0.0
IMG\center_2018_07_16_17_15_26_619.jp,-0.1
IMG\center_2018_07_16_17_15_26_689.jp,-0.3
IMG\center_2018_07_16_17_15_26_760.jp,-0.2589818
IMG\center_2018_07_16_17_15_26_830.jp,-0.02547527
IMG\center_2018_07_16_17_15_26_899.jp,0.0
IMG\center_2018_07_16_17_15_26_971.jp,0.0
IMG\center_2018_07_16_17_15_27_038.jp,0.0
IMG\center_2018_07_16_17_15_27_109.jp,0.0
IMG\center_2018_07_16_17_15_27_179.jp,0.0
IMG\center_2018_07_16_17_15_27_249.jp,0.0
IMG\center_2018_07_16_17_15_27_320.jp,0.0
IMG\center_2018_07_16_17_15_27_389.jp,0.0
IMG\center_2018_07_16_17_15_27_456.jp,0.0
IMG\center_2018_07_16_17_15_27_529.jp,0.0
IMG\center_2018_07_16_17_15_27_599.jp,0.0
IMG\center_2018_07_16_17_15_27_667.jp,0.0
IMG\center_2018_07_16_17_15_27_740.jp,-0.05
IMG\center_2018_07_16_17_15_27_812.jp,-0.25
IMG\center_2018_07_16_17_15_27_885.jp,-0.45
IMG\center_2018_07_16_17_15_27_957.jp,-0.6000001
IMG\center_2018_07_16_17_15_28_029.jp,-0.8000001
IMG\center_2018_07_16_17_15_28_096.jp,-0.9500002
IMG\center_2018_07_16_17_15_28_165.jp,-1.0
IMG\center_2018_07_16_17_15_28_232.jp,-0.9726921
IMG\center_2018_07_16_17_15_28_299.jp,-0.7992551
IMG\center_2018_07_16_17_15_28_370.jp,-0.5398225
IMG\center_2018_07_16_17_15_28_443.jp,-0.3742335
IMG\center_2018_07_16_17_15_28_515.jp,-0.1260581
IMG\center_2018_07_16_17_15_28_589.jp,0.0
IMG\center_2018_07_16_17_15_28_662.jp,0.0
IMG\center_2018_07_16_17_15_28_736.jp,-0.05
IMG\center_2018_07_16_17_15_28_804.jp,-0.25
IMG\center_2018_07_16_17_15_28_877.jp,-0.3969882
IMG\center_2018_07_16_17_15_28_949.jp,-0.1550609
IMG\center_2018_07_16_17_15_29_024.jp,-0.05
IMG\center_2018_07_16_17_15_29_100.jp,-0.2
IMG\center_2018_07_16_17_15_29_173.jp,-0.1361035
IMG\center_2018_07_16_17_15_29_249.jp,0.0
IMG\center_2018_07_16_17_15_29_322.jp,0.0
IMG\center_2018_07_16_17_15_29_394.jp,0.0
IMG\center_2018_07_16_17_15_29_467.jp,0.0
IMG\center_2018_07_16_17_15_29_540.jp,0.0
IMG\center_2018_07_16_17_15_29_613.jp,-0.1
IMG\center_2018_07_16_17_15_29_686.jp,-0.3
IMG\center_2018_07_16_17_15_29_759.jp,-0.45
IMG\center_2018_07_16_17_15_29_833.jp,-0.4710048
IMG\center_2018_07_16_17_15_29_907.jp,-0.2231115
IMG\center_2018_07_16_17_15_29_976.jp,-0.04529727
IMG\center_2018_07_16_17_15_30_044.jp,0.05
IMG\center_2018_07_16_17_15_30_112.jp,0.2
IMG\center_2018_07_16_17_15_30_178.jp,0.2366041
IMG\center_2018_07_16_17_15_30_256.jp,0.01114513
IMG\center_2018_07_16_17_15_30_322.jp,-0.05
IMG\center_2018_07_16_17_15_30_389.jp,-0.2494907
IMG\center_2018_07_16_17_15_30_457.jp,-0.08157519
IMG\center_2018_07_16_17_15_30_527.jp,0.0
IMG\center_2018_07_16_17_15_30_597.jp,0.0
IMG\center_2018_07_16_17_15_30_668.jp,-0.05
IMG\center_2018_07_16_17_15_30_740.jp,0.0
IMG\center_2018_07_16_17_15_30_807.jp,0.0
IMG\center_2018_07_16_17_15_30_883.jp,0.0
IMG\center_2018_07_16_17_15_30_952.jp,0.0
IMG\center_2018_07_16_17_15_31_022.jp,-0.15
IMG\center_2018_07_16_17_15_31_091.jp,-0.1219323
IMG\center_2018_07_16_17_15_31_162.jp,0.0
IMG\center_2018_07_16_17_15_31_234.jp,0.0
IMG\center_2018_07_16_17_15_31_302.jp,0.0
IMG\center_2018_07_16_17_15_31_373.jp,0.0
IMG\center_2018_07_16_17_15_31_442.jp,0.0
IMG\center_2018_07_16_17_15_31_510.jp,-0.15
IMG\center_2018_07_16_17_15_31_580.jp,-0.2713043
IMG\center_2018_07_16_17_15_31_652.jp,-0.02966035
IMG\center_2018_07_16_17_15_31_728.jp,0.0
IMG\center_2018_07_16_17_15_31_795.jp,0.0
IMG\center_2018_07_16_17_15_31_862.jp,0.0
IMG\center_2018_07_16_17_15_31_932.jp,0.0
IMG\center_2018_07_16_17_15_32_005.jp,0.0
IMG\center_2018_07_16_17_15_32_074.jp,0.0
IMG\center_2018_07_16_17_15_32_145.jp,0.0
IMG\center_2018_07_16_17_15_32_214.jp,0.0
IMG\center_2018_07_16_17_15_32_288.jp,0.0
IMG\center_2018_07_16_17_15_32_357.jp,0.0
IMG\center_2018_07_16_17_15_32_426.jp,0.0
IMG\center_2018_07_16_17_15_32_499.jp,0.0
IMG\center_2018_07_16_17_15_32_572.jp,0.0
IMG\center_2018_07_16_17_15_32_644.jp,0.0
IMG\center_2018_07_16_17_15_32_719.jp,0.0
IMG\center_2018_07_16_17_15_32_787.jp,0.0
IMG\center_2018_07_16_17_15_32_855.jp,0.0
IMG\center_2018_07_16_17_15_32_924.jp,0.0
IMG\center_2018_07_16_17_15_32_994.jp,0.0
IMG\center_2018_07_16_17_15_33_060.jp,0.0
IMG\center_2018_07_16_17_15_33_129.jp,0.15
IMG\center_2018_07_16_17_15_33_199.jp,0.2916128
IMG\center_2018_07_16_17_15_33_273.jp,0.07159518
IMG\center_2018_07_16_17_15_33_346.jp,0.0
IMG\center_2018_07_16_17_15_33_414.jp,0.0
IMG\center_2018_07_16_17_15_33_487.jp,0.0
IMG\center_2018_07_16_17_15_33_558.jp,0.0
IMG\center_2018_07_16_17_15_33_631.jp,0.0
IMG\center_2018_07_16_17_15_33_704.jp,0.0
IMG\center_2018_07_16_17_15_33_771.jp,0.0
IMG\center_2018_07_16_17_15_33_837.jp,0.0
IMG\center_2018_07_16_17_15_33_905.jp,0.0
IMG\center_2018_07_16_17_15_33_972.jp,0.0
IMG\center_2018_07_16_17_15_34_046.jp,0.0
IMG\center_2018_07_16_17_15_34_121.jp,0.0
IMG\center_2018_07_16_17_15_34_189.jp,0.0
IMG\center_2018_07_16_17_15_34_256.jp,0.0
IMG\center_2018_07_16_17_15_34_327.jp,0.0
IMG\center_2018_07_16_17_15_34_398.jp,0.0
IMG\center_2018_07_16_17_15_34_466.jp,0.0
IMG\center_2018_07_16_17_15_34_541.jp,0.0
IMG\center_2018_07_16_17_15_34_617.jp,0.0
IMG\center_2018_07_16_17_15_34_693.jp,0.0
IMG\center_2018_07_16_17_15_34_768.jp,0.0
IMG\center_2018_07_16_17_15_34_842.jp,0.0
IMG\center_2018_07_16_17_15_34_916.jp,0.0
IMG\center_2018_07_16_17_15_34_991.jp,0.0
IMG\center_2018_07_16_17_15_35_063.jp,0.0
IMG\center_2018_07_16_17_15_35_136.jp,0.0
IMG\center_2018_07_16_17_15_35_209.jp,0.2
IMG\center_2018_07_16_17_15_35_280.jp,0.1103734
IMG\center_2018_07_16_17_15_35_351.jp,0.0
IMG\center_2018_07_16_17_15_35_426.jp,0.0
IMG\center_2018_07_16_17_15_35_497.jp,0.0
IMG\center_2018_07_16_17_15_35_569.jp,0.0
IMG\center_2018_07_16_17_15_35_640.jp,0.1
IMG\center_2018_07_16_17_15_35_712.jp,0.3
IMG\center_2018_07_16_17_15_35_782.jp,0.45
IMG\center_2018_07_16_17_15_35_853.jp,0.4558186
IMG\center_2018_07_16_17_15_35_922.jp,0.2734633
IMG\center_2018_07_16_17_15_35_990.jp,0.01961135
IMG\center_2018_07_16_17_15_36_062.jp,0.0
IMG\center_2018_07_16_17_15_36_134.jp,0.0
IMG\center_2018_07_16_17_15_36_205.jp,0.0
IMG\center_2018_07_16_17_15_36_275.jp,0.0
IMG\center_2018_07_16_17_15_36_344.jp,0.0
IMG\center_2018_07_16_17_15_36_414.jp,0.0
IMG\center_2018_07_16_17_15_36_489.jp,0.0
IMG\center_2018_07_16_17_15_36_560.jp,0.0
IMG\center_2018_07_16_17_15_36_632.jp,0.0
IMG\center_2018_07_16_17_15_36_705.jp,0.0
IMG\center_2018_07_16_17_15_36_776.jp,0.0
IMG\center_2018_07_16_17_15_36_849.jp,0.0
IMG\center_2018_07_16_17_15_36_920.jp,0.0
IMG\center_2018_07_16_17_15_36_990.jp,0.0
IMG\center_2018_07_16_17_15_37_059.jp,0.0
IMG\center_2018_07_16_17_15_37_132.jp,0.0
IMG\center_2018_07_16_17_15_37_205.jp,0.0
IMG\center_2018_07_16_17_15_37_276.jp,0.0
IMG\center_2018_07_16_17_15_37_348.jp,0.0
IMG\center_2018_07_16_17_15_37_419.jp,0.0
IMG\center_2018_07_16_17_15_37_492.jp,0.1
IMG\center_2018_07_16_17_15_37_564.jp,0.3
IMG\center_2018_07_16_17_15_37_636.jp,0.45
IMG\center_2018_07_16_17_15_37_707.jp,0.6500001
IMG\center_2018_07_16_17_15_37_778.jp,0.8000001
IMG\center_2018_07_16_17_15_37_852.jp,1.0
IMG\center_2018_07_16_17_15_37_927.jp,0.8719562
IMG\center_2018_07_16_17_15_38_002.jp,0.6966336
IMG\center_2018_07_16_17_15_38_075.jp,0.4530659
IMG\center_2018_07_16_17_15_38_149.jp,0.2071297
IMG\center_2018_07_16_17_15_38_223.jp,0.03413357
IMG\center_2018_07_16_17_15_38_294.jp,0.0
IMG\center_2018_07_16_17_15_38_368.jp,0.0
IMG\center_2018_07_16_17_15_38_437.jp,0.0
IMG\center_2018_07_16_17_15_38_506.jp,0.0
IMG\center_2018_07_16_17_15_38_572.jp,0.0
IMG\center_2018_07_16_17_15_38_641.jp,0.0
IMG\center_2018_07_16_17_15_38_709.jp,0.0
IMG\center_2018_07_16_17_15_38_783.jp,0.0
IMG\center_2018_07_16_17_15_38_853.jp,0.0
IMG\center_2018_07_16_17_15_38_927.jp,0.0
IMG\center_2018_07_16_17_15_38_999.jp,0.0
IMG\center_2018_07_16_17_15_39_072.jp,0.0
IMG\center_2018_07_16_17_15_39_143.jp,0.0
IMG\center_2018_07_16_17_15_39_216.jp,0.0
IMG\center_2018_07_16_17_15_39_284.jp,0.1
IMG\center_2018_07_16_17_15_39_357.jp,0.25
IMG\center_2018_07_16_17_15_39_425.jp,0.45
IMG\center_2018_07_16_17_15_39_492.jp,0.6000001
IMG\center_2018_07_16_17_15_39_566.jp,0.4481887
IMG\center_2018_07_16_17_15_39_636.jp,0.26305
IMG\center_2018_07_16_17_15_39_706.jp,0.02823301
IMG\center_2018_07_16_17_15_39_774.jp,0.0
IMG\center_2018_07_16_17_15_39_841.jp,0.0
IMG\center_2018_07_16_17_15_39_911.jp,0.1
IMG\center_2018_07_16_17_15_39_979.jp,0.25
IMG\center_2018_07_16_17_15_40_047.jp,0.45
IMG\center_2018_07_16_17_15_40_115.jp,0.3398955
IMG\center_2018_07_16_17_15_40_185.jp,0.1098782
IMG\center_2018_07_16_17_15_40_254.jp,0.0
IMG\center_2018_07_16_17_15_40_322.jp,0.0
IMG\center_2018_07_16_17_15_40_390.jp,0.05
IMG\center_2018_07_16_17_15_40_462.jp,0.2
IMG\center_2018_07_16_17_15_40_533.jp,0.4
IMG\center_2018_07_16_17_15_40_606.jp,0.3277344
IMG\center_2018_07_16_17_15_40_677.jp,0.1336736
IMG\center_2018_07_16_17_15_40_750.jp,0.0
IMG\center_2018_07_16_17_15_40_824.jp,0.0
IMG\center_2018_07_16_17_15_40_892.jp,0.0
IMG\center_2018_07_16_17_15_40_965.jp,0.0
IMG\center_2018_07_16_17_15_41_038.jp,0.0
IMG\center_2018_07_16_17_15_41_106.jp,0.0
IMG\center_2018_07_16_17_15_41_174.jp,0.0
IMG\center_2018_07_16_17_15_41_242.jp,0.0
IMG\center_2018_07_16_17_15_41_309.jp,0.0
IMG\center_2018_07_16_17_15_41_382.jp,0.0
IMG\center_2018_07_16_17_15_41_449.jp,0.0
IMG\center_2018_07_16_17_15_41_520.jp,0.0
IMG\center_2018_07_16_17_15_41_590.jp,0.0
IMG\center_2018_07_16_17_15_41_657.jp,0.0
IMG\center_2018_07_16_17_15_41_728.jp,0.0
IMG\center_2018_07_16_17_15_41_798.jp,0.0
IMG\center_2018_07_16_17_15_41_870.jp,0.0
IMG\center_2018_07_16_17_15_41_939.jp,0.0
IMG\center_2018_07_16_17_15_42_008.jp,0.2
IMG\center_2018_07_16_17_15_42_076.jp,0.2992699
IMG\center_2018_07_16_17_15_42_148.jp,0.04816818
IMG\center_2018_07_16_17_15_42_219.jp,0.0
IMG\center_2018_07_16_17_15_42_289.jp,0.0
IMG\center_2018_07_16_17_15_42_358.jp,0.0
IMG\center_2018_07_16_17_15_42_431.jp,0.0
IMG\center_2018_07_16_17_15_42_500.jp,0.0
IMG\center_2018_07_16_17_15_42_569.jp,0.0
IMG\center_2018_07_16_17_15_42_640.jp,0.0
